model,phase,request_id,sample_id,arrival_us,deadline_us,layer,token_position,rank,expert_id,gate_weight,src_replica,input_event_id,token_id,decode_step,layer_id,topk_slot,source_rank,target_replica
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,2,3,6,0.16666666666666666,0,smoke-llmjp:decode:000003:000002,2,2,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,2,4,4,0.16666666666666666,0,smoke-llmjp:decode:000003:000002,2,2,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,2,5,3,0.16666666666666666,0,smoke-llmjp:decode:000003:000002,2,2,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,2,6,7,0.16666666666666666,0,smoke-llmjp:decode:000003:000002,2,2,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,3,1,6,0.16666666666666666,0,smoke-llmjp:decode:000003:000003,3,3,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,3,2,2,0.16666666666666666,0,smoke-llmjp:decode:000003:000003,3,3,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,3,3,7,0.16666666666666666,0,smoke-llmjp:decode:000003:000003,3,3,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,3,4,5,0.16666666666666666,0,smoke-llmjp:decode:000003:000003,3,3,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,3,5,4,0.16666666666666666,0,smoke-llmjp:decode:000003:000003,3,3,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,3,6,0,0.16666666666666666,0,smoke-llmjp:decode:000003:000003,3,3,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,0,1,4,0.16666666666666666,0,smoke-llmjp:decode:000003:000000,0,0,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,0,2,0,0.16666666666666666,0,smoke-llmjp:decode:000003:000000,0,0,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,0,3,5,0.16666666666666666,0,smoke-llmjp:decode:000003:000000,0,0,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,0,4,3,0.16666666666666666,0,smoke-llmjp:decode:000003:000000,0,0,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,0,5,2,0.16666666666666666,0,smoke-llmjp:decode:000003:000000,0,0,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,0,6,6,0.16666666666666666,0,smoke-llmjp:decode:000003:000000,0,0,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,1,1,5,0.16666666666666666,0,smoke-llmjp:decode:000003:000001,1,1,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,1,2,1,0.16666666666666666,0,smoke-llmjp:decode:000003:000001,1,1,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,1,3,6,0.16666666666666666,0,smoke-llmjp:decode:000003:000001,1,1,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,1,4,4,0.16666666666666666,0,smoke-llmjp:decode:000003:000001,1,1,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,1,5,3,0.16666666666666666,0,smoke-llmjp:decode:000003:000001,1,1,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,1,6,7,0.16666666666666666,0,smoke-llmjp:decode:000003:000001,1,1,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,2,1,6,0.16666666666666666,0,smoke-llmjp:decode:000003:000002,2,2,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,2,2,2,0.16666666666666666,0,smoke-llmjp:decode:000003:000002,2,2,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,2,3,7,0.16666666666666666,0,smoke-llmjp:decode:000003:000002,2,2,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,2,4,5,0.16666666666666666,0,smoke-llmjp:decode:000003:000002,2,2,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,2,5,4,0.16666666666666666,0,smoke-llmjp:decode:000003:000002,2,2,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,2,6,0,0.16666666666666666,0,smoke-llmjp:decode:000003:000002,2,2,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,3,1,7,0.16666666666666666,0,smoke-llmjp:decode:000003:000003,3,3,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,3,2,3,0.16666666666666666,0,smoke-llmjp:decode:000003:000003,3,3,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,3,3,0,0.16666666666666666,0,smoke-llmjp:decode:000003:000003,3,3,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,3,4,6,0.16666666666666666,0,smoke-llmjp:decode:000003:000003,3,3,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,3,5,5,0.16666666666666666,0,smoke-llmjp:decode:000003:000003,3,3,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,1,3,6,1,0.16666666666666666,0,smoke-llmjp:decode:000003:000003,3,3,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,0,1,4,0.16666666666666666,0,smoke-llmjp:decode:000004:000000,0,0,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,0,2,0,0.16666666666666666,0,smoke-llmjp:decode:000004:000000,0,0,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,0,3,5,0.16666666666666666,0,smoke-llmjp:decode:000004:000000,0,0,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,0,4,3,0.16666666666666666,0,smoke-llmjp:decode:000004:000000,0,0,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,0,5,2,0.16666666666666666,0,smoke-llmjp:decode:000004:000000,0,0,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,0,6,6,0.16666666666666666,0,smoke-llmjp:decode:000004:000000,0,0,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,1,1,5,0.16666666666666666,0,smoke-llmjp:decode:000004:000001,1,1,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,1,2,1,0.16666666666666666,0,smoke-llmjp:decode:000004:000001,1,1,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,1,3,6,0.16666666666666666,0,smoke-llmjp:decode:000004:000001,1,1,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,1,4,4,0.16666666666666666,0,smoke-llmjp:decode:000004:000001,1,1,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,1,5,3,0.16666666666666666,0,smoke-llmjp:decode:000004:000001,1,1,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,1,6,7,0.16666666666666666,0,smoke-llmjp:decode:000004:000001,1,1,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,2,1,6,0.16666666666666666,0,smoke-llmjp:decode:000004:000002,2,2,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,2,2,2,0.16666666666666666,0,smoke-llmjp:decode:000004:000002,2,2,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,2,3,7,0.16666666666666666,0,smoke-llmjp:decode:000004:000002,2,2,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,2,4,5,0.16666666666666666,0,smoke-llmjp:decode:000004:000002,2,2,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,2,5,4,0.16666666666666666,0,smoke-llmjp:decode:000004:000002,2,2,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,2,6,0,0.16666666666666666,0,smoke-llmjp:decode:000004:000002,2,2,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,3,1,7,0.16666666666666666,0,smoke-llmjp:decode:000004:000003,3,3,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,3,2,3,0.16666666666666666,0,smoke-llmjp:decode:000004:000003,3,3,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,3,3,0,0.16666666666666666,0,smoke-llmjp:decode:000004:000003,3,3,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,3,4,6,0.16666666666666666,0,smoke-llmjp:decode:000004:000003,3,3,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,3,5,5,0.16666666666666666,0,smoke-llmjp:decode:000004:000003,3,3,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,0,3,6,1,0.16666666666666666,0,smoke-llmjp:decode:000004:000003,3,3,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,0,1,5,0.16666666666666666,0,smoke-llmjp:decode:000004:000000,0,0,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,0,2,1,0.16666666666666666,0,smoke-llmjp:decode:000004:000000,0,0,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,0,3,6,0.16666666666666666,0,smoke-llmjp:decode:000004:000000,0,0,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,0,4,4,0.16666666666666666,0,smoke-llmjp:decode:000004:000000,0,0,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,0,5,3,0.16666666666666666,0,smoke-llmjp:decode:000004:000000,0,0,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,0,6,7,0.16666666666666666,0,smoke-llmjp:decode:000004:000000,0,0,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,1,1,6,0.16666666666666666,0,smoke-llmjp:decode:000004:000001,1,1,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,1,2,2,0.16666666666666666,0,smoke-llmjp:decode:000004:000001,1,1,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,1,3,7,0.16666666666666666,0,smoke-llmjp:decode:000004:000001,1,1,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,1,4,5,0.16666666666666666,0,smoke-llmjp:decode:000004:000001,1,1,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,1,5,4,0.16666666666666666,0,smoke-llmjp:decode:000004:000001,1,1,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,1,6,0,0.16666666666666666,0,smoke-llmjp:decode:000004:000001,1,1,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,2,1,7,0.16666666666666666,0,smoke-llmjp:decode:000004:000002,2,2,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,2,2,3,0.16666666666666666,0,smoke-llmjp:decode:000004:000002,2,2,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,2,3,0,0.16666666666666666,0,smoke-llmjp:decode:000004:000002,2,2,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,2,4,6,0.16666666666666666,0,smoke-llmjp:decode:000004:000002,2,2,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,2,5,5,0.16666666666666666,0,smoke-llmjp:decode:000004:000002,2,2,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,2,6,1,0.16666666666666666,0,smoke-llmjp:decode:000004:000002,2,2,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,3,1,0,0.16666666666666666,0,smoke-llmjp:decode:000004:000003,3,3,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,3,2,4,0.16666666666666666,0,smoke-llmjp:decode:000004:000003,3,3,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,3,3,1,0.16666666666666666,0,smoke-llmjp:decode:000004:000003,3,3,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,3,4,7,0.16666666666666666,0,smoke-llmjp:decode:000004:000003,3,3,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,3,5,6,0.16666666666666666,0,smoke-llmjp:decode:000004:000003,3,3,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000004,4,28.0,208.0,1,3,6,2,0.16666666666666666,0,smoke-llmjp:decode:000004:000003,3,3,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,0,1,5,0.16666666666666666,0,smoke-llmjp:decode:000005:000000,0,0,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,0,2,1,0.16666666666666666,0,smoke-llmjp:decode:000005:000000,0,0,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,0,3,6,0.16666666666666666,0,smoke-llmjp:decode:000005:000000,0,0,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,0,4,4,0.16666666666666666,0,smoke-llmjp:decode:000005:000000,0,0,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,0,5,3,0.16666666666666666,0,smoke-llmjp:decode:000005:000000,0,0,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,0,6,7,0.16666666666666666,0,smoke-llmjp:decode:000005:000000,0,0,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,1,1,6,0.16666666666666666,0,smoke-llmjp:decode:000005:000001,1,1,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,1,2,2,0.16666666666666666,0,smoke-llmjp:decode:000005:000001,1,1,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,1,3,7,0.16666666666666666,0,smoke-llmjp:decode:000005:000001,1,1,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,1,4,5,0.16666666666666666,0,smoke-llmjp:decode:000005:000001,1,1,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,1,5,4,0.16666666666666666,0,smoke-llmjp:decode:000005:000001,1,1,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,1,6,0,0.16666666666666666,0,smoke-llmjp:decode:000005:000001,1,1,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,2,1,7,0.16666666666666666,0,smoke-llmjp:decode:000005:000002,2,2,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,2,2,3,0.16666666666666666,0,smoke-llmjp:decode:000005:000002,2,2,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,2,3,0,0.16666666666666666,0,smoke-llmjp:decode:000005:000002,2,2,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,2,4,6,0.16666666666666666,0,smoke-llmjp:decode:000005:000002,2,2,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,2,5,5,0.16666666666666666,0,smoke-llmjp:decode:000005:000002,2,2,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,2,6,1,0.16666666666666666,0,smoke-llmjp:decode:000005:000002,2,2,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,3,1,0,0.16666666666666666,0,smoke-llmjp:decode:000005:000003,3,3,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,3,2,4,0.16666666666666666,0,smoke-llmjp:decode:000005:000003,3,3,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,3,3,1,0.16666666666666666,0,smoke-llmjp:decode:000005:000003,3,3,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,3,4,7,0.16666666666666666,0,smoke-llmjp:decode:000005:000003,3,3,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,3,5,6,0.16666666666666666,0,smoke-llmjp:decode:000005:000003,3,3,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,0,3,6,2,0.16666666666666666,0,smoke-llmjp:decode:000005:000003,3,3,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,0,1,6,0.16666666666666666,0,smoke-llmjp:decode:000005:000000,0,0,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,0,2,2,0.16666666666666666,0,smoke-llmjp:decode:000005:000000,0,0,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,0,3,7,0.16666666666666666,0,smoke-llmjp:decode:000005:000000,0,0,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,0,4,5,0.16666666666666666,0,smoke-llmjp:decode:000005:000000,0,0,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,0,5,4,0.16666666666666666,0,smoke-llmjp:decode:000005:000000,0,0,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,0,6,0,0.16666666666666666,0,smoke-llmjp:decode:000005:000000,0,0,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,1,1,7,0.16666666666666666,0,smoke-llmjp:decode:000005:000001,1,1,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,1,2,3,0.16666666666666666,0,smoke-llmjp:decode:000005:000001,1,1,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,1,3,0,0.16666666666666666,0,smoke-llmjp:decode:000005:000001,1,1,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,1,4,6,0.16666666666666666,0,smoke-llmjp:decode:000005:000001,1,1,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,1,5,5,0.16666666666666666,0,smoke-llmjp:decode:000005:000001,1,1,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,1,6,1,0.16666666666666666,0,smoke-llmjp:decode:000005:000001,1,1,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,2,1,0,0.16666666666666666,0,smoke-llmjp:decode:000005:000002,2,2,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,2,2,4,0.16666666666666666,0,smoke-llmjp:decode:000005:000002,2,2,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,2,3,1,0.16666666666666666,0,smoke-llmjp:decode:000005:000002,2,2,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,2,4,7,0.16666666666666666,0,smoke-llmjp:decode:000005:000002,2,2,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,2,5,6,0.16666666666666666,0,smoke-llmjp:decode:000005:000002,2,2,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,2,6,2,0.16666666666666666,0,smoke-llmjp:decode:000005:000002,2,2,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,3,1,1,0.16666666666666666,0,smoke-llmjp:decode:000005:000003,3,3,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,3,2,5,0.16666666666666666,0,smoke-llmjp:decode:000005:000003,3,3,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,3,3,2,0.16666666666666666,0,smoke-llmjp:decode:000005:000003,3,3,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,3,4,0,0.16666666666666666,0,smoke-llmjp:decode:000005:000003,3,3,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,3,5,7,0.16666666666666666,0,smoke-llmjp:decode:000005:000003,3,3,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000005,5,35.0,215.0,1,3,6,3,0.16666666666666666,0,smoke-llmjp:decode:000005:000003,3,3,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,0,1,6,0.16666666666666666,0,smoke-llmjp:decode:000006:000000,0,0,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,0,2,2,0.16666666666666666,0,smoke-llmjp:decode:000006:000000,0,0,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,0,3,7,0.16666666666666666,0,smoke-llmjp:decode:000006:000000,0,0,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,0,4,5,0.16666666666666666,0,smoke-llmjp:decode:000006:000000,0,0,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,0,5,4,0.16666666666666666,0,smoke-llmjp:decode:000006:000000,0,0,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,0,6,0,0.16666666666666666,0,smoke-llmjp:decode:000006:000000,0,0,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,1,1,7,0.16666666666666666,0,smoke-llmjp:decode:000006:000001,1,1,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,1,2,3,0.16666666666666666,0,smoke-llmjp:decode:000006:000001,1,1,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,1,3,0,0.16666666666666666,0,smoke-llmjp:decode:000006:000001,1,1,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,1,4,6,0.16666666666666666,0,smoke-llmjp:decode:000006:000001,1,1,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,1,5,5,0.16666666666666666,0,smoke-llmjp:decode:000006:000001,1,1,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,1,6,1,0.16666666666666666,0,smoke-llmjp:decode:000006:000001,1,1,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,2,1,0,0.16666666666666666,0,smoke-llmjp:decode:000006:000002,2,2,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,2,2,4,0.16666666666666666,0,smoke-llmjp:decode:000006:000002,2,2,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,2,3,1,0.16666666666666666,0,smoke-llmjp:decode:000006:000002,2,2,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,2,4,7,0.16666666666666666,0,smoke-llmjp:decode:000006:000002,2,2,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,2,5,6,0.16666666666666666,0,smoke-llmjp:decode:000006:000002,2,2,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,2,6,2,0.16666666666666666,0,smoke-llmjp:decode:000006:000002,2,2,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,3,1,1,0.16666666666666666,0,smoke-llmjp:decode:000006:000003,3,3,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,3,2,5,0.16666666666666666,0,smoke-llmjp:decode:000006:000003,3,3,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,3,3,2,0.16666666666666666,0,smoke-llmjp:decode:000006:000003,3,3,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,3,4,0,0.16666666666666666,0,smoke-llmjp:decode:000006:000003,3,3,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,3,5,7,0.16666666666666666,0,smoke-llmjp:decode:000006:000003,3,3,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,0,3,6,3,0.16666666666666666,0,smoke-llmjp:decode:000006:000003,3,3,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,1,0,1,7,0.16666666666666666,0,smoke-llmjp:decode:000006:000000,0,0,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,1,0,2,3,0.16666666666666666,0,smoke-llmjp:decode:000006:000000,0,0,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,1,0,3,0,0.16666666666666666,0,smoke-llmjp:decode:000006:000000,0,0,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,1,0,4,6,0.16666666666666666,0,smoke-llmjp:decode:000006:000000,0,0,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000006,6,42.0,222.0,1,0,5,5,0.16666666666666666,0,smoke-llmjp:decode:000006:000000,0,0,1,4,0,-1
